Loft Studio in the Central Area	Nice place to be!	2025-03-22T10:28:34.633Z	Cologne	preview-4.jpg	image-3.jpg;image-4.jpg;image-5.jpg	true	false	1.7	17149	Hotel	2	7	17149	Baby seat;Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Jack Torrence	president@dka.local	photo.jpg	test	User	4	51.225402;6.776314
Izbushka na chicken nozkah in the forest	Bad carma!	2025-03-23T10:28:34.633Z	Cologne	preview-2.jpg	image-3.jpg;image-4.jpg;image-5.jpg	true	false	2.2	90408	Hotel	5	2	90408	Washer	Stalone Balboa	author@mir.local	coffee.jpg	test	Pro	2	51.225402;6.776314
Apartment house in Chelyabinsk	I am happy to welcome you to my apartment in the city center! Three words: location, cosy and chic!	2025-03-20T10:28:34.634Z	Cologne	preview-1.jpg	image-4.jpg;image-5.jpg;image-6.jpg	true	false	5	80597	House	5	2	80597		Pier Bezuhov	snow@pisem.local	user.jpg	qwerty	Pro	2	50.938361;6.959974
Penthouse in Vasyuki	Bad :(	2025-03-20T10:28:34.634Z	Dusseldorf	preview-5.jpg	image-2.jpg;image-3.jpg;image-4.jpg;image-5.jpg;image-6.jpg	true	false	2.9	12913	Room	4	1	12913	Breakfast;Fridge;Laptop friendly workspace	Holly Bin	freedom@pisem.local	photo.jpg	test	Pro	5	50.938361;6.959974
Penthouse in Vasyuki	So slow but too fast and too furious!	2025-03-21T10:28:34.634Z	Amsterdam	preview-6.jpg	image-2.jpg;image-3.jpg;image-4.jpg	true	true	3.1	22924	Hotel	5	5	22924	Fridge;Laptop friendly workspace;Towels;Washer	Fnton Horodecky	test@pisem.local	awesome-avatar.jpg	qwerty	Pro	4	52.370216;4.895168
Loft Studio in the Central Area	Nice place to be!	2025-03-21T10:28:34.634Z	Amsterdam	preview-4.jpg	image-4.jpg;image-5.jpg;image-6.jpg	false	true	4.8	15889	Room	5	7	15889	Baby seat;Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Jack Torrence	freedom@pisem.local	user.jpg	12345	Pro	2	50.938361;6.959974
Apartment house in Chelyabinsk	Nice place to be!	2025-03-19T10:28:34.634Z	Amsterdam	preview-1.jpg	image-5.jpg;image-6.jpg	true	true	2.7	67233	House	4	7	67233	Laptop friendly workspace;Towels;Washer	Holly Bin	test@lost.loca	awesome-avatar.jpg	qwerty	User	3	50.938361;6.959974
Penthouse in Vasyuki	This is a place for dreamers to reset, reflect, and create.	2025-03-24T10:28:34.634Z	Brussels	preview-6.jpg	image-1.jpg	false	false	1.6	73667	Room	5	7	73667	Fridge;Laptop friendly workspace;Towels;Washer	Fnton Horodecky	president@dka.local	user.jpg	abcde	Pro	3	50.846557;4.351697
Apartment house in Chelyabinsk	I am happy to welcome you to my apartment in the city center! Three words: location, cosy and chic!	2025-03-22T10:28:34.634Z	Paris	preview-1.jpg	image-3.jpg;image-4.jpg;image-5.jpg;image-6.jpg	false	true	2.2	7379	Hotel	5	7	7379	Towels;Washer	Fnton Horodecky	test@pisem.local	photo.jpg	asdf	Pro	2	52.370216;4.895168
Loft Studio in the Central Area	Cool!!!	2025-03-22T10:28:34.634Z	Hamburg	preview-3.jpg	image-6.jpg	true	false	3.8	44078	Hotel	6	3	44078	Baby seat;Breakfast;Fridge	Agent Smith	kujo-fan@story.local	user.jpg	098765	User	2	53.550341;10.000654
Polye Chudezzz	Cool!!!	2025-03-18T10:28:34.634Z	Hamburg	preview-4.jpg	image-3.jpg;image-4.jpg;image-5.jpg;image-6.jpg	true	false	2.1	99747	Hotel	4	4	99747	Baby seat;Breakfast;Fridge;Laptop friendly workspace	Jack Torrence	test@pisem.local	user.jpg	@64343#323232$!123	User	4	52.370216;4.895168
Izbushka na chicken nozkah in the forest	Cool!!!	2025-03-18T10:28:34.634Z	Amsterdam	preview-4.jpg	image-2.jpg;image-3.jpg;image-4.jpg;image-5.jpg	false	true	3.7	49028	Apartment	8	8	49028	Laptop friendly workspace;Towels;Washer	Fnton Horodecky	author@mir.local	awesome-avatar.jpg	abcde	Pro	4	52.370216;4.895168
Apartment house in Chelyabinsk	Cool!!!	2025-03-21T10:28:34.634Z	Brussels	preview-5.jpg	image-1.jpg;image-2.jpg	true	false	2.7	5037	House	6	4	5037	Breakfast;Fridge;Laptop friendly workspace;Towels	Stalone Balboa	author@mir.local	photo.jpg	test	Pro	2	50.938361;6.959974
Hatka Bobra	I am happy to welcome you to my apartment in the city center! Three words: location, cosy and chic!	2025-03-20T10:28:34.634Z	Cologne	preview-5.jpg		false	false	3.5	92590	Room	5	5	92590	Towels;Washer	Boris Britva	freedom@pisem.local	roland.jpg	12345	Pro	5	53.550341;10.000654
Penthouse in Vasyuki	Bad carma!	2025-03-21T10:28:34.634Z	Brussels	preview-1.jpg	image-2.jpg	true	false	2.7	73344	Hotel	1	7	73344	Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Holly Bin	test@pisem.local	user.jpg	098765	User	5	53.550341;10.000654
Apartment house in Chelyabinsk	This is a place for dreamers to reset, reflect, and create.	2025-03-22T10:28:34.634Z	Amsterdam	preview-5.jpg	image-2.jpg;image-3.jpg;image-4.jpg;image-5.jpg;image-6.jpg	false	true	1.8	34867	House	6	3	34867	Baby seat;Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Pier Bezuhov	test@pisem.local	smite.jpg	qwerty	User	1	52.370216;4.895168
Apartment house in Chelyabinsk	Bad :(	2025-03-21T10:28:34.634Z	Amsterdam	preview-3.jpg	image-2.jpg;image-3.jpg;image-4.jpg;image-5.jpg	false	true	2.4	34215	Apartment	7	10	34215	Air conditioning;Baby seat;Breakfast;Fridge;Laptop friendly workspace	Fnton Horodecky	fish@big.local	roland.jpg	asdf	Pro	3	50.846557;4.351697
The Pondhouse - A Magical Place	I am happy to welcome you to my apartment in the city center! Three words: location, cosy and chic!	2025-03-22T10:28:34.634Z	Dusseldorf	preview-4.jpg	image-5.jpg;image-6.jpg	true	false	1.6	34642	House	6	10	34642	Towels;Washer	Ivan Ivanovich	president@dka.local	roland.jpg	abcde	User	4	52.370216;4.895168
Apartment house in Chelyabinsk	I am happy to welcome you to my apartment in the city center! Three words: location, cosy and chic!	2025-03-23T10:28:34.634Z	Cologne	preview-4.jpg	image-3.jpg;image-4.jpg;image-5.jpg;image-6.jpg	false	true	2	50263	Hotel	1	7	50263	Baby seat;Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Ivan Ivanovich	test@pisem.local	photo.jpg	qwerty	Pro	2	51.225402;6.776314
The Pondhouse - A Magical Place	Bad carma!	2025-03-20T10:28:34.634Z	Cologne	preview-5.jpg	image-4.jpg;image-5.jpg;image-6.jpg	true	true	4.7	23395	Hotel	7	7	23395	Fridge;Laptop friendly workspace;Towels;Washer	Boris Britva	test@lost.loca	user.jpg	qwerty1234	Pro	2	53.550341;10.000654
Tent in Vladivostok	Cool!!!	2025-03-21T10:28:34.634Z	Hamburg	preview-5.jpg	image-5.jpg;image-6.jpg	true	true	5	28754	Apartment	4	10	28754	Baby seat;Breakfast;Fridge;Laptop friendly workspace	Agent Smith	test@pisem.local	user.jpg	qwerty	User	4	53.550341;10.000654
Hatka Bobra	So slow but too fast and too furious!	2025-03-19T10:28:34.634Z	Brussels	preview-2.jpg	image-2.jpg;image-3.jpg;image-4.jpg;image-5.jpg	true	false	3.2	7080	Hotel	4	4	7080	Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Oleg Sidorovich	rolan@pochta.local	smite.jpg	asdf	Pro	1	52.370216;4.895168
Izbushka na chicken nozkah in the forest	Nice place to be!	2025-03-18T10:28:34.634Z	Cologne	preview-4.jpg	image-1.jpg;image-2.jpg;image-3.jpg	true	false	1.4	23455	Apartment	1	9	23455	Baby seat;Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Jack Torrence	author@mir.local	coffee.jpg	qwerty1234	User	3	52.370216;4.895168
Penthouse in Vasyuki	Bad :(	2025-03-21T10:28:34.634Z	Brussels	preview-3.jpg	image-5.jpg;image-6.jpg	true	true	4.8	21291	Hotel	3	4	21291	Towels;Washer	Agent Smith	fish@big.local	roland.jpg	qwerty1234	Pro	3	50.846557;4.351697
Tent in Vladivostok	Nice place to be!	2025-03-23T10:28:34.634Z	Brussels	preview-2.jpg	image-3.jpg;image-4.jpg;image-5.jpg;image-6.jpg	true	true	1.2	33063	House	5	2	33063	Towels;Washer	Jack Torrence	test@lost.loca	coffee.jpg	@64343#323232$!123	Pro	5	50.938361;6.959974
The Pondhouse - A Magical Place	This is a place for dreamers to reset, reflect, and create.	2025-03-21T10:28:34.634Z	Hamburg	preview-5.jpg	image-5.jpg;image-6.jpg	true	true	2.3	83494	House	2	3	83494	Baby seat;Breakfast;Fridge;Laptop friendly workspace;Towels;Washer	Boris Britva	fish@big.local	coffee.jpg	abcde	Pro	1	50.846557;4.351697
Tent in Vladivostok	So slow but too fast and too furious!	2025-03-19T10:28:34.634Z	Dusseldorf	preview-3.jpg	image-6.jpg	true	true	1.4	47616	Hotel	8	3	47616	Towels;Washer	Fnton Horodecky	rolan@pochta.local	user.jpg	test	User	4	50.938361;6.959974
The Pondhouse - A Magical Place	I am happy to welcome you to my apartment in the city center! Three words: location, cosy and chic!	2025-03-18T10:28:34.634Z	Dusseldorf	preview-3.jpg	image-5.jpg;image-6.jpg	true	false	1.8	51536	Room	4	1	51536	Towels;Washer	Boris Britva	test@pisem.local	smite.jpg	asdf	User	5	50.938361;6.959974
Apartment house in Chelyabinsk	Nice place to be!	2025-03-20T10:28:34.634Z	Cologne	preview-6.jpg	image-2.jpg;image-3.jpg;image-4.jpg	true	true	2.6	49482	Apartment	4	1	49482	Fridge;Laptop friendly workspace;Towels;Washer	Romald MacDonald	rolan@pochta.local	photo.jpg	qwerty1234	Pro	4	53.550341;10.000654
Apartment house in Chelyabinsk	Bad carma!	2025-03-18T10:28:34.634Z	Amsterdam	preview-6.jpg	image-2.jpg	false	true	3.5	69565	Hotel	2	5	69565	Laptop friendly workspace;Towels;Washer	Fnton Horodecky	test@pisem.local	awesome-avatar.jpg	abcde	User	5	48.85661;2.351499
Penthouse in Vasyuki	Nice place to be!	2025-03-23T10:28:34.634Z	Hamburg	preview-3.jpg	image-5.jpg;image-6.jpg	false	false	3.9	32399	Room	7	9	32399	Laptop friendly workspace;Towels;Washer	Holly Bin	test@pisem.local	user.jpg	qwerty	Pro	4	52.370216;4.895168
Loft Studio in the Central Area	This is a place for dreamers to reset, reflect, and create.	2025-03-20T10:28:34.634Z	Brussels	preview-5.jpg	image-1.jpg;image-2.jpg	false	true	1.5	37389	Room	2	8	37389	Towels;Washer	Boris Britva	freedom@pisem.local	smite.jpg	qwerty	User	2	50.938361;6.959974
Penthouse in Vasyuki	Nice place to be!	2025-03-23T10:28:34.634Z	Amsterdam	preview-2.jpg	image-1.jpg;image-2.jpg;image-3.jpg;image-4.jpg;image-5.jpg	true	true	4.9	25629	Room	4	6	25629	Fridge;Laptop friendly workspace;Towels;Washer	Fnton Horodecky	freedom@pisem.local	user.jpg	098765	Pro	2	50.846557;4.351697
